#OTU ID	taxonomy	ExN.Nereotest.ExN.1	ExN.Nereotest.ExN.2	ExN.Nereotest.ExN.3	ExN.Nereotest.ExN.4	ExN.Nereotest.ExN.5	ExN.Nereotest.Mast.2	ExN.Nereotest.Mast.3	ExN.Nereotest.Mast.4	ExN.Nereotest.Nereo.1	ExN.Nereotest.Nereo.2	ExN.Nereotest.Nereo.3	ExN.Nereotest.Nereo.4	ExN.Nereotest.Nereo.5	ExN.Nereotest.NereoMast.1	ExN.Nereotest.NereoMast.2	ExN.Nereotest.NereoMast.3	ExN.Nereotest.NereoMast.4	ExN.Nereotest.NereoMast.5	Mast.Loneincube.Mast.1	Mast.Loneincube.Mast.2	Mast.Loneincube.Mast.3	Mast.Loneincube.Mast.4	Mast.Loneincube.Mast.5	Nereo.Loneincube.Nereo.1	Nereo.Loneincube.Nereo.2	Nereo.Loneincube.Nereo.3	Nereo.Loneincube.Nereo.4	Nereo.Loneincube.Nereo.5	water.Loneincube.Mast.1	water.Loneincube.Mast.2	water.Loneincube.Mast.3	water.Loneincube.Mast.4	water.Loneincube.Mast.5	water.Loneincube.Nereo.1	water.Loneincube.Nereo.2	water.Loneincube.Nereo.3	water.Loneincube.Nereo.4	Water.Nereotest.ExN.1	Water.Nereotest.ExN.2	Water.Nereotest.ExN.3	Water.Nereotest.ExN.4	Water.Nereotest.ExN.5	Water.Nereotest.Mast.1	Water.Nereotest.Mast.2	Water.Nereotest.Mast.3	Water.Nereotest.Mast.4	Water.Nereotest.Mast.5	Water.Nereotest.Nereo.1	Water.Nereotest.Nereo.2	Water.Nereotest.Nereo.3	Water.Nereotest.Nereo.4	Water.Nereotest.Nereo.5	Water.Nereotest.NereoMast.1	Water.Nereotest.NereoMast.2	Water.Nereotest.NereoMast.3	Water.Nereotest.NereoMast.4	Water.Nereotest.NereoMast.5	Water.Nereotest.H2O.1	Water.Nereotest.H2O.2	Water.Nereotest.H2O.4	Water.Nereotest.H2O.5	YoungNereo.Environmental.Brockton.1	YoungNereo.Environmental.Brockton.2	YoungNereo.Environmental.Brockton.3	YoungNereo.Environmental.Brockton.4	YoungNereo.Environmental.Brockton.5	Nereocystis.Environmental.StarfishInner.1	Nereocystis.Environmental.StarfishInner.2	Nereocystis.Environmental.StarfishInner.3	Nereocystis.Environmental.StarfishInner.4	Nereocystis.Environmental.StarfishOuter2.1	Nereocystis.Environmental.StarfishOuter3.2	Nereocystis.Environmental.StarfishOuter4.3	Nereocystis.Environmental.StarfishOuter5.4	Water.Environmental.StarfishInner.2	Water.Environmental.StarfishInner.3	Water.Environmental.StarfishOuter.1	Water.Environmental.StarfishOuter.2	Mast.Environmental.Brockton.1	Mast.Environmental.Brockton.2	Mast.Environmental.Brockton.3	Mast.Environmental.Brockton.4	Mast.Environmental.Brockton.5	OldNereo.Environmental.Brockton.1	OldNereo.Environmental.Brockton.2	OldNereo.Environmental.Brockton.3	OldNereo.Environmental.Brockton.4	OldNereo.Environmental.Brockton.5
13284	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured; __uncultured_bacterium	0	0	49	0	0	0	0	0	0	9	0	0	158	0	0	0	0	0	0	0	0	0	0	11	22	0	112	0	0	0	0	0	16	7	0	0	14	0	0	8	0	0	0	0	0	0	0	0	26	0	0	122	0	0	0	0	0	0	0	0	0	0	33	12	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0	0	0	0	0	612	120	80	7	28
13286	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured; __uncultured_bacterium	0	0	260	0	0	0	22	0	0	6	23	0	234	0	43	0	0	0	0	0	0	0	0	159	54	18	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	48	17	36	124	0	8	13	0	0	0	5	0	0	0	25	5	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	27	0	138
20711	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	243	22	0	0	0	0	9	0	0	0	0	0	35	7	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	19	9	0	11	0	0	5	0	23	0	7	0	0	0	0	13	0	100	0	0	0	0	0	161	34	84	97	295	10	8	17	50	43	65	15	14	0	0	0	0	0	0	0	0	0	6	0	30	0	0
17425	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Octadecabacter	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	102	121	456	252	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	59	53	136	29	12	0	0	0	0	0
10501	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __SM2D12; __SM2D12; __uncultured_bacterium	0	0	442	0	0	0	0	0	0	8	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	46	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	717	149	21	8
20709	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	287	18	7	0	0	0	18	0	0	0	0	0	42	7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	21	12	0	0	0	0	0	0	20	0	7	0	0	6	0	12	0	76	0	0	0	0	0	134	35	100	76	310	9	6	26	13	37	74	20	17	0	0	0	0	0	0	0	0	0	9	0	29	0	0
20185	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter; __uncultured_Sulfitobacter_sp.	0	36	91	0	8	0	38	0	0	0	0	0	392	11	17	0	0	8	14	13	45	131	50	12	0	41	0	0	35	0	0	0	7	11	0	40	0	0	0	0	0	0	0	0	17	6	9	0	137	0	5	69	0	13	5	13	6	0	0	0	0	51	15	30	0	8	0	0	0	0	0	0	0	0	0	0	0	13	6	0	29	0	0	0	0	5	0	6
4158	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	233	24	0	0	0	0	15	0	0	0	0	0	38	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	19	9	0	8	0	0	6	0	22	0	11	0	0	5	0	8	0	80	0	0	0	0	0	134	38	106	89	329	7	0	26	38	39	60	15	10	0	0	0	0	0	0	0	0	0	0	0	31	0	0
21315	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Tenacibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	15	34	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6	89	253	137	781	0	0	0	0	0	0	26	27	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
13816	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	205	13	0	0	0	0	10	0	0	0	0	0	35	5	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	12	0	0	0	0	0	0	25	0	5	0	0	6	0	17	0	106	0	0	0	0	0	141	53	104	94	263	7	8	19	34	45	79	24	13	0	0	0	0	0	0	0	0	0	10	0	35	0	0
15332	Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	99	0	11	18	1142	0	23	0	0	0	0	0	0	0	0	0	28	5	6	0	0	0	0	0	7	7	0	9	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19316	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __Litorimonas	7	109	489	0	0	9	0	5	0	8	5	0	24	25	14	5	0	52	0	0	0	0	0	5	0	70	0	0	0	0	0	0	0	0	0	0	0	11	0	18	0	0	0	0	0	0	0	0	9	0	0	5	6	0	11	0	0	0	0	0	0	9	38	103	48	301	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19184	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __uncultured; __uncultured	5	122	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	6	32	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10845	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_bacterium	0	5	135	0	0	0	41	11	0	153	6	0	116	0	389	0	8	20	0	0	0	0	0	10	14	179	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	114	0	12	33	0	14	0	12	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
10097	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Shewanellaceae; __Psychrobium	0	0	0	0	33	0	25	7	0	110	6	0	0	800	0	155	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	19	134	0	30	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
18449	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Aestuariibacter	133	107	19	0	0	352	39	127	0	9	7	9	6	5	44	57	5	44	8	0	0	20	0	0	0	0	7	0	0	0	0	0	0	8	0	0	0	27	37	0	13	13	0	48	98	11	6	5	0	0	5	8	15	10	32	6	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9851	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __uncultured; __uncultured_bacterium	110	91	10	5	7	122	0	19	0	24	20	14	0	0	18	267	9	155	0	0	0	0	0	20	5	0	6	0	0	0	0	0	15	6	7	0	5	0	13	0	6	5	0	7	0	0	0	0	0	0	19	14	7	11	315	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3054	Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __OM1_clade; __Candidatus_Actinomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	210	152	780	0	0	0	0	0	0	0	0	0	0
20707	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	257	22	6	0	0	0	13	0	0	0	0	0	40	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	10	0	0	0	0	5	0	17	0	7	0	0	0	0	9	0	68	0	0	0	0	0	126	38	93	89	282	6	0	13	16	37	72	17	10	0	0	0	0	0	0	0	0	0	8	0	19	0	0
5287	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	5	0	0	0	5	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	994	25	84	0
12275	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	98	196	70	564	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	16	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	33	0	0	0	0	0	0	0
20187	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter	0	0	0	0	0	7	6	0	0	7	0	0	0	26	0	0	8	151	16	30	55	54	36	218	112	257	15	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	6	5	0	0	24	0	5	0	0	0	0	11	0	0	0	0	0	5	18	0	0	28	0	0	0	0	9	0	0	0	0	0	0	0	13	10	26	9	6	11	9	52	0	0
9945	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Vibrionales; __Vibrionaceae; __Vibrio; __Vibrio_cyclitrophicus_FF75	0	0	12	0	24	0	17	6	0	51	7	8	0	10	0	0	18	22	12	0	0	0	0	0	38	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	17	14	11	0	6	0	18	141	0	156	9	45	71	524	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	0	0
14533	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Kordia; __Kordia_jejudonensis	0	11	0	0	0	0	0	12	0	0	0	0	0	30	30	0	0	11	321	27	44	148	167	0	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	10	0	68	58	53	13	5	0	0	5	0	32	45	67	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	9	6	0	0	0	0	0	0
16305	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Pibocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	6	778	99	115	189	12	0	0	0	0	0	0	0	0	0	0	0	6	0	0
16304	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Pibocella	0	0	0	0	0	0	0	0	0	0	0	0	0	15	23	0	0	0	124	117	179	110	255	23	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	19	20	26	31	0	0	0	0	0	5	41	30	43	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	35	99	11	0	0	0	0	0	0
14577	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Paraglaciecola	8	26	24	0	0	8	9	25	0	79	6	9	8	0	74	182	12	30	0	0	0	0	0	0	0	7	8	0	0	0	0	0	36	12	9	0	0	7	0	0	0	0	0	0	0	11	0	0	28	8	97	61	6	194	171	17	71	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19712	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas	7	0	0	35	0	0	0	17	0	0	1154	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
16694	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Cryomorphaceae; __uncultured; __uncultured_Bacteroidetes_bacterium	0	0	854	0	0	0	31	9	0	30	16	9	140	0	19	0	0	9	0	0	0	0	0	0	0	40	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	21	10	0	11	0	0	0	0	0	0	0	23	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14730	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Xanthomonadales; __Xanthomonadaceae; __Stenotrophomonas	5	0	0	8	0	0	0	5	0	0	1210	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9203	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_bacterium	0	0	0	0	0	0	13	0	0	191	0	0	0	263	132	0	0	0	0	0	0	25	0	0	0	410	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	42	0	0	10	0	0	0	102	0	0	5	20	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21183	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Polaribacter_4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0	0	0	36	555	82	160	0	0	0	0	0	47	53	95	67	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
22962	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	187	19	8	0	0	0	17	0	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	7	0	0	0	0	0	0	22	0	9	0	0	0	0	12	0	56	0	0	0	0	0	143	36	92	85	241	6	0	14	45	23	74	16	10	0	0	0	0	0	0	0	0	0	7	0	28	0	0
22967	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	231	34	0	0	0	0	7	0	0	0	0	0	32	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	11	0	13	0	0	5	0	14	0	7	0	0	0	0	12	0	58	0	0	0	0	0	133	37	79	78	243	6	0	19	13	24	52	14	8	0	0	0	0	0	0	0	0	0	6	0	33	0	0
17450	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __Hyphomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	73	14	354	91	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	48	314	41	5	0	0	0	0	0
9222	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Parvularculales; __Parvularculaceae; __Parvularculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	109	124	89	218	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	26	22	22	45	0	0	0	0	0	12	14	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	108	58	0	7	0	0	0	0	5
14451	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __Portibacter; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	11	45	14	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	44	418	14	0	0	0	0	0	0
13792	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	0	0	0	6	0	0	0	0	0	9	0	0	11	0	0	0	0	0	0	0	0	0	0	22	11	17	0	0	47	0	0	0	0	22	0	0	0	65	62	15	39	93	0	0	0	20	23	56	327	0	0	40	0	155	0	24	5	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	50	15	0
8117	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium	5	30	269	19	104	5	9	10	0	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	69	8	15	0	0	0	0	18	0	12	0	0	99	0	7	0	6	0	0	0	0	0	126	51	5	77	72	0	0	38	0	13	8	5	0	0	0	0	0	0	0	0	0	0	20	6	8	0	0
20473	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	24	6	0	0	0	0	7	74	0	86	10	9	8	0	32	88	59	29	91	123	0	12	98	0	120	39	111	68	13	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9262	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bdellovibrionales; __Bacteriovoracaceae; __Peredibacter	0	0	197	0	0	0	8	0	0	6	0	5	70	92	50	0	22	52	0	0	0	9	18	9	0	10	11	0	0	22	0	0	5	22	0	0	9	0	0	0	0	9	0	22	0	85	40	89	82	0	20	71	12	40	10	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
9049	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Marivita; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	12	0	0	22	162	23	47	44	101	0	90	18	137	181	19	0	0	0	76	0	0	0	18	21	43	0	13	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18750	Bacteria; __Proteobacteria; __Betaproteobacteria; __Methylophilales; __Methylophilaceae; __Methylotenera	0	0	0	0	0	0	5	0	0	0	0	0	0	0	39	0	15	0	15	39	163	62	59	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	73	73	55	254	0	0	0	0	0	0	116	26	52	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	27	0	0	0	0	0	0	0
9051	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Marivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	12	0	5	13	153	16	44	50	88	0	92	13	151	185	24	5	0	0	56	0	0	0	15	12	44	0	16	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17286	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Erythrobacteraceae; __Erythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1091	0	0	0	0	0
3950	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Croceibacter; __Croceibacter_atlanticus_HTCC2559	0	0	9	0	6	0	0	0	0	7	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	19	41	24	367	0	0	63	9	31	26	129	0	0	43	47	63	56	36	11	34	0	11	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13083	Bacteria; __Cyanobacteria; __Cyanobacteria; __SubsectionI; __FamilyI; __Synechococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	94	131	60	781	0	0	5	0	0	0	0	0	0	0
6426	Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Acidimicrobiaceae; __Ilumatobacter; __Ilumatobacter_nonamiensis_YM16-303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	98	124	91	74	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	9	15	0	0	0	0	0	0	5	16	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	36	268	57	173	0	0	0	0	0
19359	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __Litorimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	536	12	21	126	17	11	0	0	0	0	0	0	0	0	0	281	11	65	0	0
15463	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Erythrobacteraceae; __Altererythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	16	35	197	58	167	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	17	57	20	433	0	0	0	0	0
21029	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Paraglaciecola	15	31	27	0	0	7	15	32	0	59	0	8	0	0	50	168	0	40	0	0	0	0	0	0	0	9	7	0	0	0	0	0	36	0	6	0	0	0	5	0	7	0	0	0	5	0	0	0	19	9	101	59	5	159	127	12	62	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
