#OTU ID	taxonomy	ExN.Nereotest.ExN.1	ExN.Nereotest.ExN.2	ExN.Nereotest.ExN.3	ExN.Nereotest.ExN.4	ExN.Nereotest.ExN.5	ExN.Nereotest.Mast.2	ExN.Nereotest.Mast.3	ExN.Nereotest.Mast.4	ExN.Nereotest.Nereo.1	ExN.Nereotest.Nereo.2	ExN.Nereotest.Nereo.3	ExN.Nereotest.Nereo.4	ExN.Nereotest.Nereo.5	ExN.Nereotest.NereoMast.1	ExN.Nereotest.NereoMast.2	ExN.Nereotest.NereoMast.3	ExN.Nereotest.NereoMast.4	ExN.Nereotest.NereoMast.5	Mast.Loneincube.Mast.1	Mast.Loneincube.Mast.2	Mast.Loneincube.Mast.3	Mast.Loneincube.Mast.4	Mast.Loneincube.Mast.5	Nereo.Loneincube.Nereo.1	Nereo.Loneincube.Nereo.2	Nereo.Loneincube.Nereo.3	Nereo.Loneincube.Nereo.4	Nereo.Loneincube.Nereo.5	water.Loneincube.Mast.1	water.Loneincube.Mast.2	water.Loneincube.Mast.3	water.Loneincube.Mast.4	water.Loneincube.Mast.5	water.Loneincube.Nereo.1	water.Loneincube.Nereo.2	water.Loneincube.Nereo.3	water.Loneincube.Nereo.4	Water.Nereotest.ExN.1	Water.Nereotest.ExN.2	Water.Nereotest.ExN.3	Water.Nereotest.ExN.4	Water.Nereotest.ExN.5	Water.Nereotest.Mast.1	Water.Nereotest.Mast.2	Water.Nereotest.Mast.3	Water.Nereotest.Mast.4	Water.Nereotest.Mast.5	Water.Nereotest.Nereo.1	Water.Nereotest.Nereo.2	Water.Nereotest.Nereo.3	Water.Nereotest.Nereo.4	Water.Nereotest.Nereo.5	Water.Nereotest.NereoMast.1	Water.Nereotest.NereoMast.2	Water.Nereotest.NereoMast.3	Water.Nereotest.NereoMast.4	Water.Nereotest.NereoMast.5	Water.Nereotest.H2O.1	Water.Nereotest.H2O.2	Water.Nereotest.H2O.4	Water.Nereotest.H2O.5	YoungNereo.Environmental.Brockton.1	YoungNereo.Environmental.Brockton.2	YoungNereo.Environmental.Brockton.3	YoungNereo.Environmental.Brockton.4	YoungNereo.Environmental.Brockton.5	Nereocystis.Environmental.StarfishInner.1	Nereocystis.Environmental.StarfishInner.2	Nereocystis.Environmental.StarfishInner.3	Nereocystis.Environmental.StarfishInner.4	Nereocystis.Environmental.StarfishOuter2.1	Nereocystis.Environmental.StarfishOuter3.2	Nereocystis.Environmental.StarfishOuter4.3	Nereocystis.Environmental.StarfishOuter5.4	Water.Environmental.StarfishInner.2	Water.Environmental.StarfishInner.3	Water.Environmental.StarfishOuter.1	Water.Environmental.StarfishOuter.2	Mast.Environmental.Brockton.1	Mast.Environmental.Brockton.2	Mast.Environmental.Brockton.3	Mast.Environmental.Brockton.4	Mast.Environmental.Brockton.5	OldNereo.Environmental.Brockton.1	OldNereo.Environmental.Brockton.2	OldNereo.Environmental.Brockton.3	OldNereo.Environmental.Brockton.4	OldNereo.Environmental.Brockton.5
23089	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Polaribacter_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	92	0	12	0	0	0	0	0	0	5	17	6	11	21	30	0	47	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3591	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __uncultured; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	26	12	17	11	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0
20118	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Roseobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	19	16	7	0	0	5	0	0	12	15	41	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	25	0	6	21	36	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9319	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __Lewinella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	63	118	25	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	17	0	0	0	0	0
22918	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	32	0	14	0	0	0	0	14	33	22	15	18	24	0	0	35	0	40	11	33	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13156	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __Lewinella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0
8986	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Marivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	43	0	0	0	0	0	0	8	32	0	26	19	15	0	34	8	65	28	0	0	0	0	15	0	0	0	0	6	8	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12306	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Cryomorphaceae; __Fluviicola; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	29	0	0	5	13	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	9	6	0	0	0	0	0	0	0	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	10	56	14	0	0	0	31	6	0
3660	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Cryomorphaceae; __uncultured; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	10	20	0	0	0	0	0	9	20	153	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bdellovibrionales; __Bacteriovoracaceae; __Halobacteriovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23310	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter; __uncultured_Roseobacter_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	28	0	23	6	0	0	0	7	33	7	13	39	34	0	0	34	0	34	6	31	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21085	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Glaciecola; __Cylindrotheca_closterium	0	0	0	0	0	10	69	0	0	0	20	7	0	71	5	0	7	12	0	0	0	9	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17904	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Loktanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	143	15	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	10	11	0	0	0	0	0
20391	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Litoreibacter; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	18	0	7	0	49	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11	0	45	9	6	0	0	7	0	0	0	0	0	0	27	8	0	0	0	0	6	0	6	0	0	0	5	6	0	11	0	0	0	0	0	21	0	57	0	0
1121	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	11	5	39	32	0	0	0	0	0	9	5	0	0	26	0	0	0	0	0	23	71	15	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22562	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Oceanospirillaceae; __Pseudohongiella; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	58	0	0	13	36	0	14	0	0	16	0	0	0	0	37	8	21	11	13	0	0	0	7	0	5	10	0	0	16	42	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20477	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	27	0	22	9	8	0	0	12	21	12	14	30	29	0	0	28	0	32	13	27	20	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2262	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	72	76	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8461	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae	0	0	13	0	0	0	5	0	0	0	0	0	19	97	73	0	0	11	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0
18536	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Oceanospirillaceae; __Pseudohongiella; __uncultured_gamma_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	57	0	0	14	16	0	20	0	0	30	0	6	5	0	26	13	21	19	11	0	0	0	5	0	0	10	0	7	6	37	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2904	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bdellovibrionales; __Bacteriovoracaceae; __Peredibacter	0	0	0	0	29	0	0	0	0	209	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
12348	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	5	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	8	10	9	6	0	19	0	0	0	17	0	7	9	5	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	26	0	11	0	0	0	0	0
13113	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __Lewinella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0
16688	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Cryomorphaceae	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	62	9	11	7	8	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	9	19	0	0	0	0	0	9	19	86	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23303	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Oceanospirillaceae; __Pseudohongiella; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	9	20	0	26	0	0	21	0	0	0	0	28	22	20	13	16	0	0	0	5	0	6	8	0	5	5	41	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4354	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __uncultured; __uncultured	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
12149	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Nonlabens; __Nonlabens_dokdonensis_DSW-6	0	5	8	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	10	0	9	23	0	0	0	0	0	0	5	0	0	12	6	0	0	0	33	0	0	0	0	0	0	15	0	0	60	0	0	0	16	0	0	0	0	0	0	64	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	23	0	0
14195	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __SM2D12; __SM2D12; __uncultured_bacterium	0	0	126	0	0	0	0	0	0	95	0	0	0	0	19	0	0	0	0	0	0	0	0	0	16	22	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
19947	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Formosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	34	24	210	0	0	0	0	0	0	0	0	0	0
7999	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Pseudophaeobacter	0	0	9	0	16	0	0	0	0	0	0	0	0	9	0	31	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	9	11	34	0	0	5	0	19	0	0	0	0	0	12	0	10	0	0	52	21	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13934	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	96	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8460	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae	0	0	15	0	0	0	0	0	0	0	0	0	13	77	64	0	0	22	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	51	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0
17310	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Erythrobacteraceae; __Erythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0
19213	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	10	19	0	0	121	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	56	0	20	0
9497	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	89	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	43	7	59	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0
16108	Bacteria; __Bacteroidetes; __Bacteroidetes_Incertae_Sedis; __Order_II; __Rhodothermaceae; __Rubricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	26	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	6	0	225	0	0	0	0	0
19669	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Colwelliaceae; __Colwellia	0	0	9	0	0	0	0	0	0	8	15	31	0	0	6	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	54	6	0	11	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21343	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Gammaproteobacteria_Incertae_Sedis; __Unknown_Family; __Marinicella	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	72	7	22	52	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	11	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	62	0	5	0	0	7	0	0
9064	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Marivita; __uncultured_marine_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	38	8	19	13	30	0	27	12	42	40	8	0	0	0	21	0	0	0	0	5	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12457	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Algibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	40	38	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	79	5	43	26	0	33	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13909	Bacteria; __Cyanobacteria; __Cyanobacteria; __SubsectionII; __FamilyII; __Pleurocapsa; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	28	31	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	52	15	65	0	0	0	0	0
12156	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Dokdonia	0	0	130	0	21	0	10	0	0	0	0	0	13	0	11	0	0	0	0	0	0	0	0	6	32	24	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16369	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Wenyingzhuangia	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	15	0	0	0	0	0	0	0	154	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	41	0	0
22631	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobiaceae; __Persicirhabdus; __uncultured_Verrucomicrobia_bacterium	0	0	5	5	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	86	0	0	0	0	11	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	97	0	0	23	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
1273	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __DEV007; __DEV007; __uncultured_bacterium	0	0	24	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	0	5	5	0	60	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	23	5	0
13195	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bdellovibrionales; __Bacteriovoracaceae; __Peredibacter; __uncultured_bacterium	0	0	0	0	0	11	55	0	0	0	0	0	0	23	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	30	7	32	19	0	0	0	0	0	0	14	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
20562	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	41	0	17	5	0	0	0	18	27	17	8	34	13	0	0	21	0	34	11	29	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11239	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Oceanospirillales; __Alcanivoracaceae; __Alcanivorax	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	7	25	0	20	0	5	16	0	0	0	0	0	0	0	0	0	0	171	14	6	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12664	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Ascidiaceihabitans; __uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	69	25	137	0	0	0	0	0	0	0	0	0	0
18304	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Glaciecola	0	0	0	0	0	0	0	0	0	109	5	0	0	0	0	0	159	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21379	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	11	108	0	0
